A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
#,1.0,1.0,#,#,0.0,0.0,#,0.0,0.0,1.0,0.0,0.02151781850955272,690.3866368,389.26396074666667,1.1188684138335324e-09,1,22.120212275199997,4618,2224,0.6363636363636364,0.0006053491671845017,14,24
#,0.0,#,#,0.0,1.0,#,0.0,#,#,0.0,1.0,0.0036638653370996113,469.00157683973174,434.5607791920978,6.452787525697653e-10,1,15.04432447255356,4812,2259,0.45454545454545453,0.007641647130452592,33,83
0.0,1.0,1.0,#,0.0,#,1.0,#,#,#,#,0.0,0.24408481706264798,0.0,0.0,1.0,2,19.44036903505908,4997,2278,0.45454545454545453,0.00106402335192111,24,83
#,0.0,1.0,1.0,1.0,#,0.0,#,#,0.0,1.0,1.0,0.15662565275723547,918.08,131.07199999999997,2.5849394142282147e-07,2,20.955683516416,4406,2315,0.6363636363636364,0.0011469605631829066,16,25
1.0,0.0,1.0,#,#,#,#,1.0,0.0,0.0,1.0,0.0,0.09786417822497599,1000.0,0.0,1.0,1,20.5544038621184,4834,2330,0.6363636363636364,0.0005624987276391216,17,20
0.0,0.0,0.0,0.0,#,#,#,#,0.0,#,#,1.0,0.2370747019770753,0.0,0.0,1.0,1,20.807598753671805,4993,2334,0.45454545454545453,0.0005694277441797569,23,87
0.0,1.0,1.0,1.0,#,#,0.0,0.0,#,#,#,1.0,0.33365528850197734,0.0,0.0,1.0,2,20.78869504,4611,2342,0.5454545454545454,0.001137820837589842,13,43
1.0,1.0,0.0,#,#,0.0,1.0,#,#,1.0,0.0,0.0,0.21067976264771554,0.0,0.0,1.0,1,13.0,2587,2348,0.6363636363636364,0.0003557623713322783,1,22
1.0,0.0,#,#,#,#,#,1.0,1.0,#,#,1.0,0.6844572800831759,1000.0,0.0,1.0,11,24.66778099673485,4980,2353,0.36363636363636365,0.007425734683995442,124,160
1.0,0.0,#,#,#,1.0,#,1.0,1.0,1.0,#,0.0,0.04937228876863322,0.0,0.0,1.0,1,29.060864,4756,2353,0.5454545454545454,0.0007952893761234491,10,40
1.0,1.0,0.0,#,#,0.0,#,0.0,0.0,1.0,#,1.0,0.04551628945399511,1000.0,0.0,1.0,1,34.175912026112,4803,2371,0.6363636363636364,0.0009352695003733027,17,22
1.0,1.0,#,#,0.0,#,#,#,#,0.0,0.0,1.0,0.1313937915997248,0.0,0.0,1.0,3,25.980040011022915,4916,2380,0.45454545454545453,0.0021329355326836115,24,80
#,0.0,#,0.0,1.0,#,#,1.0,1.0,1.0,1.0,0.0,0.06543592709343493,353.53599999999994,327.936,2.636662392212503e-09,1,20.819008,4688,2384,0.6363636363636364,0.0005697399734512057,10,19
#,1.0,#,#,#,1.0,1.0,#,0.0,#,1.0,1.0,0.044876831247866324,966.4455680000001,80.53063679999994,2.9525300976720536e-06,1,24.01137750562559,4801,2385,0.45454545454545453,0.0006571034307966066,51,76
#,#,#,0.0,0.0,#,1.0,1.0,1.0,#,0.0,1.0,0.0037303309692036544,686.536104771584,399.8937269316267,9.7786081330139e-10,1,18.939502616903678,4687,2401,0.5454545454545454,0.000518304797141811,19,41
0.0,1.0,1.0,#,#,0.0,1.0,#,#,0.0,0.0,1.0,0.11386345526552957,1000.0,0.0,1.0,1,22.74227712,4452,2404,0.6363636363636364,0.0006223728029005398,12,21
0.0,0.0,1.0,0.0,1.0,#,#,#,#,#,1.0,0.0,0.5444195334510491,0.0,0.0,1.0,2,17.581715968,4357,2413,0.5454545454545454,0.0009622943022871175,13,36
0.0,#,1.0,#,#,#,0.0,#,0.0,1.0,#,1.0,0.008462154580472985,494.33516441865567,417.6708889456906,7.867358976626286e-10,1,15.277213332893893,4974,2414,0.45454545454545453,0.0004180813571276485,28,80
0.0,1.0,1.0,#,1.0,#,0.0,#,#,1.0,#,1.0,0.3634108973015288,0.0,0.0,1.0,3,20.034541056000002,4842,2424,0.5454545454545454,0.0016448159618391803,13,40
0.0,#,1.0,#,#,0.0,0.0,0.0,#,1.0,#,1.0,0.030140121401492873,365.98885449728004,418.47952607368535,7.791640818432905e-10,2,14.487965968302083,4954,2424,0.5454545454545454,0.0007929650967176149,18,39
#,0.0,#,1.0,0.0,#,1.0,1.0,1.0,1.0,#,1.0,0.07286489874658938,924.502528,159.38355199999998,9.722601683066978e-08,1,24.77445376,4668,2442,0.6363636363636364,0.0006779860321630369,13,18
1.0,1.0,1.0,#,#,#,#,0.0,#,#,1.0,0.0,0.6167767765413896,0.0,0.0,1.0,3,10.923261753198064,4982,2443,0.45454545454545453,0.0008967889624617516,23,82
1.0,0.0,0.0,#,1.0,#,#,0.0,#,1.0,#,0.0,0.4495897807240222,1000.0,0.0,1.0,2,14.873179677953676,4962,2454,0.5454545454545454,0.0008140488725353617,32,39
0.0,#,0.0,1.0,#,0.0,#,#,#,0.0,1.0,0.0,0.013532164692968843,670.7564544,323.69276245333333,2.8140710286967098e-09,2,18.8247574528,4664,2458,0.5454545454545454,0.0010303292847943242,14,41
0.0,1.0,0.0,1.0,#,0.0,#,#,1.0,#,#,0.0,0.4368604961569064,1000.0,0.0,1.0,3,13.459850444506442,4999,2458,0.5454545454545454,0.001105040379672792,25,37
1.0,#,#,0.0,0.0,0.0,#,0.0,#,0.0,#,1.0,0.03686151764226092,491.063296,409.4038016,8.694420578156272e-10,1,18.776871424,4914,2469,0.5454545454545454,0.000513854177231041,13,40
0.0,1.0,1.0,1.0,#,0.0,0.0,#,#,#,#,1.0,0.19326686025589596,0.0,0.0,1.0,2,20.841664,4592,2508,0.5454545454545454,0.001140719970330858,10,37
1.0,0.0,0.0,1.0,#,#,#,1.0,#,#,#,0.0,0.25196816536304345,0.0,0.0,1.0,4,26.496681853280585,4984,2526,0.45454545454545453,0.0029004684210953997,21,78
#,#,#,0.0,1.0,1.0,1.0,1.0,#,1.0,#,1.0,0.0037193494078235764,926.7762509330818,172.16157895374386,6.61178639718763e-08,1,21.14153106488073,4863,2535,0.5454545454545454,0.010578479459306126,25,36
0.0,1.0,0.0,0.0,#,1.0,1.0,#,#,#,1.0,0.0,0.14616996509908745,0.0,0.0,1.0,1,20.333333333333332,4221,2546,0.6363636363636364,0.000556448837212025,3,17
#,0.0,1.0,0.0,0.0,#,#,0.0,#,#,1.0,1.0,0.016280201372439962,477.028864,407.34815573333333,8.916023984363259e-10,1,13.624388608,4646,2552,0.5454545454545454,0.0003728495999334276,13,39
#,#,#,1.0,1.0,1.0,#,1.0,#,1.0,#,1.0,0.00527280210853996,956.8552625651629,115.06587470126013,4.95755206524763e-07,1,25.457196588361008,4706,2568,0.45454545454545453,0.00898509958340292,49,78
1.0,1.0,#,0.0,0.0,0.0,0.0,0.0,#,#,#,1.0,0.12231458390424009,779.6352,298.02495999999996,4.253405694796275e-09,1,20.868876800000002,4617,2569,0.6363636363636364,0.0005711046998007054,11,16
0.0,1.0,1.0,#,#,#,0.0,#,#,#,#,0.0,0.9094272673287099,1000.0,0.0,1.0,11,19.426365262673603,4768,2573,0.36363636363636365,0.005847912884182565,108,146
#,0.0,#,1.0,0.0,#,1.0,1.0,1.0,1.0,#,0.0,0.04276356996067324,400.0,313.33333333333337,3.3110596560752675e-09,1,26.0,4624,2576,0.6363636363636364,0.0007115247426645566,5,17
1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,1.0,0.8227018921264414,0.0,0.0,1.0,19,28.040280827533813,4916,2586,0.36363636363636365,0.01457983532311558,48,145
1.0,1.0,1.0,1.0,#,1.0,#,0.0,0.0,1.0,#,0.0,0.05761132978703975,1000.0,0.0,1.0,1,15.0,2597,2597,0.7272727272727273,0.00041049504384493656,1,10
0.0,1.0,0.0,1.0,#,0.0,0.0,1.0,0.0,1.0,#,0.0,0.10359711043051703,1000.0,0.0,1.0,1,12.0,2613,2613,0.8181818181818182,0.00032839603507594926,2,5
#,#,0.0,1.0,0.0,#,1.0,#,1.0,#,0.0,1.0,0.013453801768343515,935.516971630592,156.7060693876736,1.0582076886234763e-07,1,17.614878222811136,4626,2629,0.5454545454545454,0.00048205468055973833,19,34
0.0,1.0,1.0,#,0.0,#,1.0,#,#,1.0,0.0,0.0,0.10869801681482427,0.0,0.0,1.0,1,20.28,4920,2639,0.6363636363636364,0.0005549892992783543,6,19
1.0,0.0,#,#,#,0.0,#,1.0,1.0,#,#,1.0,0.05556532918717689,1000.0,0.0,1.0,1,27.751633622670038,4787,2640,0.45454545454545453,0.0007594605373804368,56,69
#,1.0,0.0,1.0,#,1.0,#,1.0,1.0,1.0,#,0.0,0.25194486626542534,0.0,0.0,1.0,2,13.08,4909,2644,0.6363636363636364,0.0007159033564655693,6,18
1.0,1.0,0.0,0.0,#,1.0,#,0.0,0.0,1.0,#,1.0,0.03757853717931128,1000.0,0.0,1.0,1,36.36,4703,2655,0.7272727272727273,0.0009950399862801262,9,10
1.0,1.0,#,#,0.0,#,#,0.0,0.0,1.0,#,1.0,0.2963782526362756,959.9603845365865,105.89490990135064,7.509734343050522e-07,2,25.13825648923413,4969,2685,0.5454545454545454,0.0013758839599644567,27,38
1.0,1.0,#,0.0,0.0,1.0,#,#,#,1.0,#,1.0,0.04309449432441741,890.440585216,214.81631252479997,2.1860682330190513e-08,1,20.5917276619853,4906,2688,0.5454545454545454,0.0005635201432966432,22,36
0.0,#,0.0,0.0,#,0.0,1.0,#,0.0,#,#,1.0,0.0647771033238879,0.0,0.0,1.0,1,29.500454400000002,4987,2745,0.5454545454545454,0.0008073193548249034,11,37
0.0,1.0,1.0,#,#,#,1.0,#,#,#,#,0.0,0.6576930257257985,0.0,0.0,1.0,12,19.79054729327052,4997,2749,0.36363636363636365,0.006499137263093098,41,147
#,1.0,0.0,0.0,#,0.0,1.0,#,#,0.0,#,0.0,0.25932786019090315,1000.0,0.0,1.0,1,16.76323968278908,4986,2757,0.5454545454545454,0.00045874845390464557,22,37
0.0,0.0,0.0,0.0,#,1.0,#,#,#,0.0,#,1.0,0.3464995415724711,0.0,0.0,1.0,2,21.1855744,4983,2764,0.5454545454545454,0.0011595431056277553,11,36
0.0,#,#,#,#,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.10457037164553065,840.0,160.0,9.5367431640625e-08,1,19.39392,4899,2764,0.6363636363636364,0.0005307405360483462,10,17
0.0,#,0.0,1.0,0.0,1.0,#,#,#,0.0,#,0.0,0.14867642308219253,0.0,0.0,1.0,1,23.43616,4957,2779,0.5454545454545454,0.0006413618351171299,11,34
0.0,1.0,1.0,#,#,#,1.0,#,#,#,#,1.0,0.6083678886967485,1000.0,0.0,1.0,9,26.54420674020647,4942,2781,0.36363636363636365,0.006537759185790069,105,143
#,1.0,1.0,#,#,0.0,0.0,#,#,#,0.0,1.0,0.25156585664676256,0.0,0.0,1.0,2,24.304942100479998,4811,2782,0.45454545454545453,0.0013302744364246909,17,66
#,0.0,1.0,#,#,#,#,1.0,0.0,0.0,#,0.0,0.004929439185857909,909.8382206710764,162.4559217259509,8.837354309878304e-08,1,18.256571754622854,4834,2786,0.45454545454545453,0.006892479865241247,43,67
1.0,#,1.0,#,#,#,#,0.0,0.0,0.0,0.0,0.0,0.057443468987071936,1000.0,0.0,1.0,1,25.981748424555516,4900,2799,0.5454545454545454,0.0007110252639137352,26,33
1.0,#,0.0,0.0,#,0.0,1.0,0.0,#,0.0,#,1.0,0.08659914005376879,0.0,0.0,1.0,1,24.2,4914,2826,0.6363636363636364,0.0006622653374031643,5,17
1.0,0.0,#,1.0,0.0,1.0,#,0.0,0.0,#,#,1.0,0.37562931349351153,0.0,0.0,1.0,1,19.75,3883,2829,0.6363636363636364,0.0005404851410624997,4,18
0.0,#,0.0,0.0,#,0.0,#,#,0.0,#,#,1.0,0.06728830742884291,0.0,0.0,1.0,1,28.485207912447997,4987,2832,0.45454545454545453,0.0007795357780634982,16,70
#,1.0,#,1.0,1.0,#,#,#,#,1.0,1.0,1.0,0.10502285681906558,811.5294825834154,257.89713478486436,8.765312700258831e-09,3,24.576327428023472,4727,2833,0.45454545454545453,0.002017692121022802,30,66
1.0,1.0,0.0,#,0.0,#,0.0,#,#,1.0,0.0,0.0,0.011454822530100614,754.2753774648896,250.62380214044177,1.011319610513777e-08,1,22.017046840908083,2860,2860,0.6363636363636364,0.0006025259072196391,0,18
0.0,1.0,#,1.0,#,1.0,#,1.0,1.0,1.0,#,0.0,0.026815287825444494,584.0,332.8,2.4495336614827863e-09,1,14.376,4909,2861,0.6363636363636364,0.00039341845002098714,7,17
0.0,#,0.0,0.0,#,#,0.0,1.0,1.0,1.0,#,0.0,0.0037412892329246722,832.096768,284.86314666666664,5.331122518689993e-09,1,16.593434624000004,4938,2890,0.6363636363636364,0.000454101511567798,13,16
0.0,#,0.0,0.0,0.0,#,0.0,1.0,#,1.0,#,0.0,0.0034064405084723018,720.7276544,305.1788424533333,3.777703712688823e-09,1,16.4580345856,4968,2890,0.6363636363636364,0.0004503961085878236,14,18
0.0,#,1.0,#,#,#,0.0,#,0.0,1.0,1.0,1.0,0.03256008076265202,438.70658560000004,405.22304170666666,9.152280864394339e-10,1,18.7901965312,4837,2912,0.5454545454545454,0.0005142188365953278,14,32
1.0,#,0.0,#,#,0.0,0.0,0.0,1.0,#,#,1.0,0.019178384545547475,501.6064,398.71488,9.924023432195564e-10,1,21.1701632,4681,2917,0.5454545454545454,0.0005793498047325642,11,32
1.0,0.0,1.0,0.0,#,1.0,#,0.0,#,#,1.0,0.0,0.021960781666466114,550.144,367.25759999999997,1.4967388824075105e-09,1,18.9835264,4989,2941,0.6363636363636364,0.0005195095667933007,11,16
1.0,1.0,0.0,#,#,#,#,0.0,#,1.0,#,1.0,0.12145358331135711,1000.0,0.0,1.0,3,32.34799716643399,4933,2948,0.45454545454545453,0.002655738503026241,44,64
#,1.0,1.0,#,#,1.0,#,0.0,0.0,#,1.0,0.0,0.016155636784262635,554.24,400.2986666666667,9.729248191264035e-10,1,20.83584,4852,2957,0.5454545454545454,0.0005702006036230722,9,30
1.0,1.0,1.0,#,0.0,#,#,0.0,0.0,1.0,#,1.0,0.0243216440652029,744.0,317.8666666666667,3.0815914580817986e-09,2,15.136,4969,2980,0.6363636363636364,0.0008284337311515945,7,14
0.0,1.0,#,#,#,1.0,1.0,#,#,#,#,1.0,0.4960538678625782,1000.0,0.0,1.0,7,26.18620748818379,4942,2992,0.36363636363636365,0.005016343915797485,91,123
#,0.0,1.0,#,#,1.0,0.0,0.0,1.0,#,#,1.0,0.1266340912706615,926.09636352,166.77671185066666,7.75037943137149e-08,2,12.0050750464,4868,3001,0.5454545454545454,0.0006570698410044962,15,28
1.0,#,1.0,#,0.0,#,#,#,0.0,0.0,0.0,0.0,0.05605995634819638,1000.0,0.0,1.0,1,25.331775970679196,4900,3009,0.5454545454545454,0.0006932378991836044,20,27
0.0,1.0,1.0,#,#,#,0.0,0.0,#,#,1.0,0.0,0.07396166489205568,1000.0,0.0,1.0,1,22.303165244014593,4618,3019,0.5454545454545454,0.0006103559196481757,19,30
1.0,0.0,1.0,#,#,0.0,#,1.0,0.0,#,#,0.0,0.07106531832655799,1000.0,0.0,1.0,1,23.77844971174641,4941,3022,0.5454545454545454,0.0006507290504658641,24,31
#,#,1.0,1.0,#,0.0,1.0,#,0.0,#,#,1.0,0.04806996732397973,882.0114302454291,190.4821321133473,3.987757881485768e-08,1,16.58088439182643,4667,3022,0.45454545454545453,0.00045375805769404097,26,60
1.0,0.0,#,#,#,#,1.0,1.0,1.0,#,#,0.0,0.04863459949132906,0.0,0.0,1.0,1,29.678089146368002,4984,3023,0.45454545454545453,0.0008121805670248179,16,62
0.0,1.0,1.0,1.0,#,#,0.0,0.0,1.0,#,#,1.0,0.096792192213181,0.0,0.0,1.0,1,19.6,4611,3028,0.6363636363636364,0.0005363801906240504,5,15
0.0,#,1.0,0.0,#,#,0.0,#,0.0,#,#,1.0,0.013631828316046264,485.50198722560003,431.88136684202664,6.655453662677055e-10,4,17.933620969472,4931,3033,0.45454545454545453,0.001963110006976502,17,61
1.0,#,#,#,#,1.0,#,#,0.0,0.0,0.0,1.0,0.0021335712957103094,218.67973836800002,319.54607363413334,3.0014600832258766e-09,1,22.200762814464003,4841,3042,0.45454545454545453,0.0006075535403276291,16,57
1.0,1.0,0.0,#,0.0,#,#,0.0,1.0,1.0,#,1.0,0.0733608479355771,1000.0,0.0,1.0,1,23.167424,4122,3049,0.6363636363636364,0.000634007515376949,10,15
#,#,#,0.0,1.0,0.0,1.0,#,1.0,#,1.0,1.0,0.0041212151974022015,972.5122093056,86.81560560981335,2.0277340980066538e-06,1,19.1481757073408,4552,3052,0.5454545454545454,0.0005240154151023608,17,31
1.0,0.0,0.0,#,#,#,#,1.0,#,#,#,0.0,0.12364760915291088,0.0,0.0,1.0,1,24.429083343046084,4984,3055,0.36363636363636365,0.0006685345091996874,27,116
1.0,#,0.0,1.0,0.0,1.0,#,#,#,1.0,1.0,1.0,0.034315012380600834,897.6,143.35999999999999,1.6514295005431624e-07,1,31.6576,4133,3066,0.6363636363636364,0.0008663525266683641,9,14
#,#,#,0.0,#,#,0.0,0.0,0.0,0.0,0.0,0.0,0.06515517330159976,897.6,143.35999999999999,1.6514295005431624e-07,1,22.0898274304,3218,3069,0.5454545454545454,0.0006045176453046086,15,28
#,0.0,1.0,#,#,0.0,#,#,0.0,#,0.0,1.0,0.008343299981109952,432.53705801728,430.1588277056853,6.789781529265757e-10,1,16.57641404776448,4927,3081,0.45454545454545453,0.00045363572075526014,18,60
#,1.0,0.0,#,#,1.0,0.0,0.0,#,0.0,0.0,1.0,0.11804167201732493,769.6,255.99999999999997,9.094947017729287e-09,1,16.8864,4735,3083,0.6363636363636364,0.0004621189005588757,8,13
1.0,0.0,1.0,#,1.0,#,#,#,0.0,1.0,#,1.0,0.37652321312808185,0.0,0.0,1.0,2,15.128,4507,3085,0.5454545454545454,0.0008279958697714933,7,30
0.0,0.0,0.0,1.0,#,0.0,#,#,#,1.0,#,0.0,0.21489519081885294,0.0,0.0,1.0,1,19.4,4624,3086,0.5454545454545454,0.0005309069233727845,7,29
0.0,#,0.0,1.0,0.0,1.0,#,#,#,#,#,0.0,0.17655265223462976,0.0,0.0,1.0,1,16.99657900965888,4998,3097,0.45454545454545453,0.00046513409638559,18,59
0.0,1.0,0.0,0.0,#,#,0.0,1.0,#,#,1.0,1.0,0.01553779114935166,840.0,237.33333333333331,1.328025167372283e-08,1,16.6,4340,3114,0.6363636363636364,0.00045428118185506314,6,14
#,1.0,1.0,0.0,0.0,0.0,1.0,#,#,#,#,1.0,0.09162438732068551,682.0352,314.66495999999995,3.2415899678503266e-09,1,15.495603773440001,4687,3119,0.5454545454545454,0.00042405790335880116,15,29
0.0,#,#,0.0,0.0,#,#,1.0,1.0,#,1.0,0.0,0.0025313931104972162,931.2134144,164.30486869333328,8.351179849049916e-08,1,18.1643360256,4887,3132,0.5454545454545454,0.0004970913275495222,14,29
0.0,#,0.0,#,#,0.0,1.0,#,1.0,1.0,1.0,0.0,0.00852325329158084,619.5712000000001,341.91701333333333,2.1399146096241556e-09,1,21.3650048,4624,3132,0.6363636363636364,0.0005846819054748854,11,14
0.0,0.0,#,0.0,#,1.0,1.0,#,0.0,#,0.0,1.0,0.14721891210855698,333.3333333333333,222.22222222222226,1.845281249999999e-08,1,19.333333333333332,3924,3155,0.6363636363636364,0.0005290825009556959,3,15
#,0.0,#,1.0,#,#,1.0,1.0,1.0,1.0,#,1.0,0.0028003593387228433,989.00488372224,42.69770154530131,7.046565837606333e-05,1,25.005298328698878,4668,3157,0.5454545454545454,0.0006843034022529977,18,26
0.0,0.0,0.0,1.0,#,#,#,#,#,#,1.0,1.0,0.5187399726551077,1000.0,0.0,1.0,4,17.898310928897114,4708,3159,0.45454545454545453,0.001959244781202114,37,53
#,#,#,0.0,#,0.0,1.0,#,1.0,1.0,1.0,1.0,0.11598464050601187,734.464,251.75039999999998,9.888926606669852e-09,1,17.120463523839998,4981,3160,0.5454545454545454,0.00046852436165762247,16,30
0.0,0.0,1.0,1.0,#,#,0.0,#,#,0.0,0.0,1.0,0.13960601919770538,332.8,354.98666666666674,1.7739435426602265e-09,2,17.798399999999997,4816,3183,0.6363636363636364,0.0009741539984492956,8,15
0.0,#,1.0,#,0.0,0.0,#,#,#,0.0,#,0.0,0.003239673806885148,586.8296836942123,340.014928019465,2.20044276293096e-09,1,18.634440542392372,4997,3192,0.45454545454545453,0.010704561084718683,31,57
0.0,1.0,1.0,#,1.0,1.0,0.0,#,#,#,#,1.0,0.2135055530638534,0.0,0.0,1.0,1,18.136,4842,3202,0.5454545454545454,0.0004963158743447846,8,29
0.0,#,1.0,#,#,#,0.0,1.0,#,1.0,1.0,1.0,0.02727702997914048,367.2576,395.21962666666667,1.037068592955549e-09,1,18.3069056,4753,3202,0.5454545454545454,0.0005009929344624743,11,30
0.0,0.0,0.0,#,1.0,1.0,#,#,1.0,0.0,#,1.0,0.10294562949377077,558.08,321.536,2.9097252074492236e-09,1,17.57024,4983,3207,0.6363636363636364,0.0004808330959444038,9,15
#,#,#,0.0,#,#,0.0,0.0,0.0,#,0.0,0.0,0.007389481595678356,857.4567617504215,240.55565966429384,1.2414296220279287e-08,1,18.667563228729755,4472,3218,0.45454545454545453,0.0005108628124037031,31,56
0.0,1.0,#,1.0,#,0.0,#,#,#,#,0.0,1.0,0.004587581235267821,658.747953152,412.4507723093333,8.377981446158407e-10,1,23.600680062976,4592,3230,0.45454545454545453,0.0006458641464814435,16,51
#,0.0,0.0,#,1.0,#,0.0,0.0,0.0,#,#,1.0,0.005770502983998637,392.8576,395.21962666666667,1.037068592955549e-09,1,18.6082176,4910,3233,0.5454545454545454,0.0005092387399725413,11,24
1.0,1.0,0.0,#,#,#,#,#,#,1.0,#,1.0,0.5797582296863598,1000.0,0.0,1.0,13,29.69040700489301,4933,3237,0.36363636363636365,0.010562729601881225,79,113
1.0,0.0,#,#,#,#,#,0.0,0.0,1.0,#,0.0,0.3845842637767922,1000.0,0.0,1.0,3,17.397293069731404,4844,3250,0.45454545454545453,0.0014283005162885206,44,56
0.0,#,1.0,1.0,1.0,1.0,#,1.0,#,1.0,#,0.0,0.05816530484102678,384.0,369.06666666666666,1.4604136652410797e-09,2,17.119999999999997,4929,3253,0.6363636363636364,0.0009370233534167084,7,14
0.0,1.0,0.0,1.0,#,1.0,#,#,#,#,#,0.0,0.4707662412320444,0.0,0.0,1.0,1,9.42467311616,4998,3259,0.45454545454545453,0.00025791877360281955,15,57
#,1.0,0.0,#,#,1.0,#,#,#,1.0,1.0,1.0,0.0828631480765144,1000.0,0.0,1.0,1,29.013128717128232,4801,3263,0.45454545454545453,0.0007939830363210894,37,54
1.0,1.0,0.0,#,#,#,#,#,#,0.0,0.0,1.0,0.10612636353696858,0.0,0.0,1.0,1,25.2505517703168,4698,3264,0.45454545454545453,0.0006910150904043356,17,52
1.0,1.0,0.0,#,#,0.0,#,#,#,1.0,#,1.0,0.05289137025682849,1000.0,0.0,1.0,2,25.57058187241942,4911,3273,0.45454545454545453,0.0013995462835812466,39,54
#,0.0,1.0,0.0,0.0,0.0,#,0.0,1.0,1.0,#,0.0,0.08230457100074465,500.0,250.0,1.0240000000000001e-08,1,9.5,4177,3278,0.7272727272727273,0.00025998019443512646,2,6
1.0,#,0.0,#,#,0.0,#,0.0,1.0,#,#,1.0,0.002145137044408648,313.066323968,392.0138862592,1.0801715730505877e-09,1,20.414125428736,4981,3291,0.45454545454545453,0.0005586598208616679,16,48
#,#,0.0,#,#,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14436772161068998,400.0,270.0,6.9691719376256324e-09,1,17.8,4740,3291,0.6363636363636364,0.00048712078536265806,5,13
0.0,0.0,#,1.0,1.0,#,#,0.0,#,0.0,0.0,0.0,0.42593121046103427,0.0,0.0,1.0,2,16.4,4585,3292,0.6363636363636364,0.0008976158292075945,5,10
1.0,1.0,0.0,#,0.0,1.0,#,#,#,1.0,0.0,0.0,0.08724888803091961,0.0,0.0,1.0,1,21.666666666666668,4389,3304,0.6363636363636364,0.0005929372855537973,3,13
#,1.0,0.0,0.0,#,#,#,0.0,1.0,1.0,#,0.0,0.017081546061198914,569.6,373.3333333333333,1.3788472593961975e-09,1,16.344,4430,3304,0.5454545454545454,0.0004472753997734429,8,25
0.0,0.0,#,0.0,1.0,#,#,#,#,#,1.0,0.0,0.0052033666023232755,922.525704788556,195.4182434791731,3.5089281334173296e-08,1,18.621394758794537,4577,3316,0.45454545454545453,0.0066601126138114905,29,54
0.0,#,0.0,0.0,#,#,0.0,1.0,#,1.0,0.0,0.0,0.08631536970675777,734.464,251.75039999999998,9.888926606669852e-09,1,14.2236416,4968,3321,0.6363636363636364,0.0003892489588151109,12,15
0.0,#,0.0,0.0,1.0,0.0,#,#,#,#,1.0,0.0,0.09982330099662659,1000.0,0.0,1.0,1,18.443732444480368,4946,3325,0.5454545454545454,0.0005047373838974165,24,27
#,1.0,0.0,0.0,#,1.0,0.0,0.0,1.0,#,#,1.0,0.1496910397134676,872.0,194.13333333333335,3.626598203451447e-08,1,14.008,4547,3330,0.6363636363636364,0.00038334763827865804,7,11
0.0,1.0,0.0,0.0,0.0,1.0,0.0,#,#,#,1.0,1.0,0.18353415001394058,1000.0,0.0,1.0,1,16.333333333333332,3869,3330,0.7272727272727273,0.0004469834921867086,3,6
1.0,1.0,#,0.0,#,0.0,#,#,#,0.0,#,1.0,0.006723265916711183,446.6092445741875,431.2454234066562,6.704671501188889e-10,1,17.517489542504123,4914,3333,0.45454545454545453,0.0048489239084443265,21,56
1.0,#,1.0,0.0,0.0,#,#,1.0,0.0,0.0,#,0.0,0.05511575090157525,672.0,324.26666666666665,2.7892565651002558e-09,2,19.904000000000003,4831,3336,0.6363636363636364,0.001089399113691949,7,12
1.0,0.0,1.0,#,#,#,1.0,#,0.0,0.0,1.0,1.0,0.3895850104024094,0.0,0.0,1.0,1,16.0,4315,3336,0.6363636363636364,0.0004378613801012656,5,14
1.0,#,0.0,#,1.0,#,#,0.0,1.0,1.0,#,1.0,0.02187587500478967,769.6,305.49333333333334,3.758298873639858e-09,1,20.928,4223,3337,0.5454545454545454,0.0005727226851724555,8,22
0.0,1.0,0.0,1.0,#,0.0,#,1.0,1.0,#,#,0.0,0.1356719817386906,1000.0,0.0,1.0,1,17.32288,4999,3348,0.6363636363636364,0.0004740637590080383,9,9
#,0.0,1.0,#,1.0,#,1.0,#,1.0,1.0,#,1.0,0.15406844579508064,1000.0,0.0,1.0,1,20.193194866927207,4648,3349,0.5454545454545454,0.0005526137608179088,20,26
#,0.0,#,0.0,1.0,#,#,#,#,0.0,1.0,0.0,0.0038662020000125247,750.292599624965,284.1218522284306,5.40103278896282e-09,1,18.534187954273513,4978,3365,0.45454545454545453,0.008921601330492697,27,52
1.0,#,0.0,#,1.0,#,#,0.0,#,1.0,#,0.0,0.0024693026323217297,613.3377384948695,395.21609232018307,1.0371149653751428e-09,1,12.79913687594967,4962,3379,0.45454545454545453,0.009646286463805059,28,48
1.0,#,#,0.0,#,1.0,0.0,#,0.0,1.0,#,0.0,0.0010459739026893301,706.9837590528,326.33513552554666,2.7019718652954928e-09,1,15.027042324480002,4919,3394,0.5454545454545454,0.00041123509318980903,17,25
#,0.0,#,#,1.0,#,0.0,#,#,0.0,1.0,1.0,0.004048203750856535,830.9081162926611,278.79221856053647,5.9374061848875485e-09,1,18.399377836981472,4951,3407,0.45454545454545453,0.008458523607338102,30,57
